Subject,Block_number,Trial_number,Abs_ref_stim,Resp_Correct,RT,out,angle,same
103,6,38,3,t,1401,nil,150,t
103,6,39,5,t,985,nil,50,t
103,6,40,13,t,967,nil,150,nil
103,6,41,1,t,2365,nil,100,nil
103,6,42,16,t,1061,nil,50,nil
103,6,43,14,t,1379,nil,50,t
103,6,44,4,t,1638,nil,150,t
103,6,45,9,t,986,nil,100,t
103,6,46,13,t,945,nil,100,t
103,6,47,8,t,608,nil,0,t
103,6,48,1,t,619,nil,0,t
103,6,49,11,t,984,nil,50,nil
103,6,50,14,t,624,nil,0,nil
103,6,51,14,t,1707,nil,150,nil
103,6,52,11,t,1104,nil,100,nil
103,6,53,5,t,1311,nil,100,t
103,6,54,15,t,1975,nil,100,t
103,6,55,5,t,751,nil,0,t
103,6,56,12,t,941,nil,50,nil
103,6,57,10,t,1673,nil,50,nil
103,6,58,13,t,1381,nil,50,t
103,6,59,10,t,1026,nil,150,nil
103,6,60,15,t,839,nil,0,nil
103,6,61,13,t,906,nil,0,t
103,6,62,3,t,869,nil,100,t
103,6,63,4,t,570,nil,0,t
103,6,64,7,t,783,nil,100,t
103,6,65,16,t,1912,nil,100,t
103,6,66,6,t,704,nil,50,nil
103,6,67,14,t,1260,nil,150,t
103,6,68,1,t,1155,nil,100,t
103,6,69,15,t,1004,nil,50,nil
103,6,70,8,nil,1384,t,150,t
103,6,71,12,nil,976,t,150,nil
103,6,72,5,t,1319,nil,50,nil
103,6,73,11,t,989,nil,100,t
103,6,74,1,t,1928,nil,150,t
103,6,75,13,t,802,nil,100,nil
103,6,76,1,t,742,nil,0,nil
103,6,77,13,t,3677,nil,50,nil
103,6,78,10,t,1216,nil,50,t
103,6,79,16,t,634,nil,0,nil
103,6,80,15,t,1771,nil,150,t
103,6,81,12,t,1441,nil,150,t
103,6,82,15,nil,1833,t,50,t
103,6,83,7,t,740,nil,0,nil
103,6,84,15,t,3147,nil,150,nil
103,6,85,2,t,1913,nil,150,nil
103,6,86,6,t,1630,nil,150,nil
103,6,87,2,t,815,nil,0,t
103,6,88,1,t,1284,nil,50,nil
103,6,89,11,t,1493,nil,0,nil
103,6,90,16,t,4601,nil,150,nil
103,6,91,9,t,1233,nil,50,nil
103,6,92,7,t,3775,nil,150,nil
103,6,93,10,t,2547,nil,150,t
103,6,94,8,t,2346,nil,100,nil
103,6,95,11,t,838,nil,50,t
103,6,96,3,t,712,nil,50,t
103,6,97,10,t,1664,nil,100,nil
103,6,98,6,t,1548,nil,100,t
103,6,99,4,t,929,t,50,nil
103,6,100,16,t,729,t,50,t
103,6,101,2,t,989,t,100,nil
103,6,102,3,t,1512,t,150,nil
103,6,103,9,t,1258,t,0,nil
103,6,104,7,t,2076,t,100,nil
103,6,105,2,t,1428,t,100,t
103,6,106,4,t,971,t,150,nil
103,6,107,1,t,1907,t,150,nil
103,6,108,8,t,800,t,0,nil
103,6,109,4,t,1048,t,100,t
103,6,110,5,nil,1113,t,150,t
103,6,111,9,t,1466,t,100,nil
103,6,112,14,t,1027,t,100,t
103,6,113,8,t,1908,t,100,t
103,6,114,5,t,814,t,100,nil
103,6,115,14,t,1701,t,50,nil
103,6,116,9,nil,1049,t,50,t
103,6,117,4,t,907,t,100,nil
103,6,118,10,t,678,t,0,nil
103,6,119,16,t,1024,t,0,t
103,6,120,12,t,772,t,50,t
103,6,121,14,t,609,t,0,t
103,6,122,6,t,566,t,0,t
103,6,123,3,t,614,t,0,nil
103,6,124,9,t,1554,t,150,nil
103,6,125,7,t,852,t,50,t
103,6,126,5,t,923,t,0,nil
103,6,127,8,t,1593,t,50,nil
103,6,128,11,nil,1375,t,150,t
104,1,1,15,t,3702,t,150,nil
104,1,2,15,nil,1103,t,50,nil
104,1,3,15,t,1430,t,50,t
104,1,4,12,nil,2964,t,50,nil
104,1,5,1,nil,3018,t,150,nil
104,1,6,10,t,950,t,0,t
104,1,7,2,t,1093,t,0,nil
104,1,8,4,t,945,t,0,nil
104,1,9,9,t,1864,t,0,nil
104,1,10,2,t,3250,t,50,nil
104,1,11,5,nil,2813,t,50,nil
104,1,12,10,nil,2843,t,150,nil
104,1,13,6,nil,1162,t,50,t
104,1,14,3,t,3774,nil,100,nil
104,1,15,9,t,4004,nil,100,t
104,1,16,12,t,883,nil,0,nil
104,1,17,9,t,1857,nil,100,nil
104,1,18,4,nil,1908,t,150,nil
104,1,19,3,t,1348,nil,0,t
104,1,20,9,nil,2558,t,150,t
104,1,21,1,t,1757,nil,100,nil
104,1,22,11,t,3639,nil,100,t
104,1,23,8,t,3212,nil,100,t
104,1,24,16,t,964,nil,50,t
104,1,25,2,t,757,nil,0,t
104,1,26,9,t,1307,nil,50,t
104,1,27,15,t,6184,t,150,t
104,1,28,9,nil,2313,t,150,nil
104,1,29,2,nil,2631,t,150,nil
104,1,30,13,t,866,nil,0,nil
104,1,31,4,t,2455,nil,100,t
104,1,32,6,t,2183,nil,150,t
104,1,33,2,t,2029,nil,150,t
104,1,34,6,t,1682,nil,100,nil
104,1,35,7,t,1669,nil,50,nil
104,1,36,14,nil,4783,t,150,nil
104,1,37,15,t,3404,t,100,t
104,1,38,13,t,641,nil,0,t
104,1,39,16,t,5302,t,150,t
104,1,40,15,t,821,nil,0,nil
104,1,41,13,t,1338,nil,50,nil
104,1,42,3,nil,3007,t,150,nil
104,1,43,4,t,688,nil,0,t
104,1,44,1,t,2574,nil,100,t
104,1,45,13,nil,2357,t,100,nil
104,1,46,16,t,1022,nil,0,nil
104,1,47,3,t,3080,nil,150,t
104,1,48,9,t,1251,nil,0,t
104,1,49,2,t,1966,nil,100,t
104,1,50,7,t,1515,nil,50,t
104,1,51,11,nil,2907,t,100,nil
104,1,52,16,nil,8175,t,150,nil
104,1,53,4,nil,876,t,50,nil
104,1,54,14,t,1087,nil,50,t
104,1,55,15,nil,7305,t,100,nil
104,1,56,8,t,1790,nil,50,t
104,1,57,2,nil,3288,t,100,nil
104,1,58,6,nil,2685,t,150,nil
104,1,59,6,t,2070,nil,100,t
104,1,60,3,t,1049,t,50,t
104,1,61,8,t,899,nil,0,nil
104,1,62,16,nil,4628,t,100,nil
104,1,63,1,t,1358,nil,50,nil
104,1,64,15,t,1010,nil,0,t
104,1,65,7,nil,3518,t,150,nil
104,1,66,12,t,2115,nil,50,t
104,1,67,16,t,1118,nil,0,t
104,1,68,4,t,1575,nil,50,t
104,1,69,12,t,672,nil,0,t
104,1,70,6,t,813,nil,0,nil
104,1,71,3,t,730,nil,0,nil
104,1,72,14,t,622,nil,0,nil
104,1,73,1,t,796,nil,0,nil
104,1,74,1,t,1382,nil,50,t
104,1,75,7,t,878,nil,0,t
104,1,76,13,t,2441,nil,150,t
104,1,77,3,t,1257,nil,50,nil
104,1,78,16,t,1435,nil,50,nil
104,1,79,11,t,1429,nil,50,t
104,1,80,5,t,1008,nil,0,nil
104,1,81,7,t,2940,nil,100,t
104,1,82,8,nil,5102,t,100,nil
104,1,83,12,t,2702,nil,100,t
104,1,84,11,t,822,nil,0,t
104,1,85,5,nil,2584,t,150,nil
104,1,86,8,t,2013,nil,150,t
104,1,87,11,t,778,nil,0,nil
104,1,88,8,t,919,nil,0,t
104,1,89,5,t,2004,nil,100,nil
104,1,90,5,t,2198,nil,150,t
104,1,91,13,t,1709,nil,50,t
104,1,92,10,t,2214,nil,100,nil
104,1,93,10,t,2368,nil,150,t
104,1,94,10,t,4079,nil,50,t
104,1,95,3,t,2508,nil,100,t
104,1,96,14,t,2006,nil,100,t
104,1,97,2,t,2217,nil,50,t
104,1,98,5,t,2183,nil,50,t
104,1,99,7,nil,1937,t,100,nil
104,1,100,6,t,1028,nil,0,t
104,1,101,9,t,5144,t,50,nil
104,1,102,7,nil,1926,t,150,t
104,1,103,1,t,1806,nil,150,t
104,1,104,14,t,812,nil,0,t
104,1,105,5,t,691,nil,0,t
104,1,106,4,t,2016,nil,150,t
104,1,107,6,t,2730,nil,50,nil
104,1,108,14,nil,2013,t,100,nil
104,1,109,8,nil,1604,t,50,nil
104,1,110,13,nil,2063,t,150,nil
104,1,111,11,t,4350,t,150,t
104,1,112,16,t,10725,t,100,t
104,1,113,11,t,1165,nil,50,nil
104,1,114,14,t,2176,nil,150,t
104,1,115,10,t,4247,nil,100,t
104,1,116,10,t,1023,nil,50,nil
104,1,117,12,t,1972,nil,150,t
104,1,118,12,t,3412,nil,100,nil
104,1,119,1,t,897,nil,0,t
104,1,120,8,nil,3449,t,150,nil
104,1,121,7,t,868,nil,0,nil
104,1,122,14,t,1364,nil,50,nil
104,1,123,4,nil,4767,t,100,nil
104,1,124,11,nil,3117,t,150,nil
104,1,125,13,t,1868,nil,100,t
104,1,126,10,t,837,nil,0,nil
104,1,127,12,nil,4185,t,150,nil
104,1,128,5,nil,2303,t,100,t
104,2,1,15,t,1414,nil,50,t
104,2,2,11,t,943,nil,0,nil
104,2,3,4,t,1458,nil,150,t
104,2,4,5,t,1308,nil,50,t
104,2,5,3,t,1259,nil,150,t
104,2,6,5,t,2189,nil,150,nil
104,2,7,5,t,1534,nil,0,nil
104,2,8,2,t,1691,nil,100,t
104,2,9,7,t,1156,nil,50,t
104,2,10,6,t,948,nil,50,t
104,2,11,11,nil,3804,t,100,nil
104,2,12,3,t,1140,nil,0,nil
104,2,13,13,nil,1756,t,100,nil
104,2,14,1,t,1481,nil,100,t
104,2,15,10,t,3292,nil,50,t
104,2,16,11,t,953,nil,0,t
104,2,17,13,t,476,nil,0,t
104,2,18,1,t,646,nil,0,t
104,2,19,12,t,956,nil,50,t
104,2,20,7,t,2851,nil,100,t
104,2,21,2,t,3297,nil,50,nil
104,2,22,9,t,845,nil,0,t
104,2,23,10,t,719,nil,0,t
104,2,24,7,t,1602,nil,50,nil
104,2,25,5,t,4678,nil,150,t
104,2,26,14,t,1366,nil,50,t
104,2,27,4,nil,1682,t,100,nil
104,2,28,7,t,5977,t,150,nil
104,2,29,9,t,2273,t,50,nil
104,2,30,2,t,908,nil,0,t
104,2,31,6,t,1324,nil,150,nil
104,2,32,8,nil,6639,t,150,nil
104,2,33,7,t,4455,nil,100,nil
104,2,34,5,t,1471,nil,100,t
104,2,35,3,nil,4664,t,50,nil
104,2,36,13,t,1847,nil,50,nil
104,2,37,15,t,1050,nil,0,nil
104,2,38,2,t,3377,nil,150,t
104,2,39,13,t,2095,nil,100,t
104,2,40,15,t,4735,t,150,nil
104,2,41,4,t,1716,nil,50,t
104,2,42,2,nil,7345,t,150,nil
104,2,43,16,t,4619,t,150,t
104,2,44,9,t,2126,nil,150,nil
104,2,45,2,t,945,nil,0,nil
104,2,46,4,t,996,nil,0,nil
104,2,47,6,t,2934,nil,100,t
104,2,48,13,t,3093,nil,150,nil
104,2,49,7,t,1024,nil,0,t
104,2,50,1,t,837,nil,50,t
104,2,51,11,t,1400,nil,50,t
104,2,52,13,t,3395,nil,150,t
104,2,53,8,t,2373,nil,150,t
104,2,54,16,t,750,nil,0,nil
104,2,55,16,t,3301,nil,100,t
104,2,56,16,t,1710,nil,0,t
104,2,57,3,t,1044,nil,0,t
104,2,58,11,t,2076,nil,100,t
104,2,59,1,t,4994,t,150,nil
104,2,60,8,t,1696,nil,50,t
104,2,61,16,t,1478,nil,50,t
104,2,62,6,t,2161,nil,150,t
104,2,63,8,nil,2292,t,100,nil
104,2,64,14,t,1116,t,0,nil
104,2,65,8,t,1031,nil,0,t
104,2,66,15,t,2721,t,150,t
104,2,67,2,t,7632,t,100,nil
104,2,68,16,t,4315,t,100,nil
104,2,69,13,t,1015,nil,50,t
104,2,70,14,t,2534,nil,150,t
104,2,71,16,t,6851,t,150,nil
104,2,72,9,t,1170,nil,0,nil
104,2,73,1,t,3627,nil,150,t
104,2,74,3,nil,1827,t,100,nil
104,2,75,12,t,6483,t,150,nil
104,2,76,3,t,3577,nil,150,nil
104,2,77,15,t,2680,nil,100,t
104,2,78,8,nil,4026,t,50,nil
104,2,79,4,nil,2601,t,50,nil
104,2,80,3,t,2147,nil,100,t
104,2,81,9,t,4570,nil,50,t
104,2,82,15,t,2669,nil,100,nil
104,2,83,12,t,993,nil,0,t
104,2,84,15,t,2013,nil,50,nil
104,2,85,6,t,756,nil,0,nil
104,2,86,4,t,1485,nil,100,t
104,2,87,16,t,1258,nil,50,nil
104,2,88,12,t,1971,nil,150,t
104,2,89,14,t,1278,nil,50,nil
104,2,90,14,t,1203,nil,100,t
104,2,91,11,t,12122,t,150,t
104,2,92,12,t,1070,nil,50,nil
104,2,93,6,t,941,nil,0,t
104,2,94,10,t,2135,nil,100,nil
104,2,95,2,t,1258,nil,50,t
104,2,96,9,t,2173,nil,100,t
104,2,97,10,t,839,nil,0,nil
104,2,98,10,t,1909,nil,50,nil
104,2,99,14,t,752,t,0,t
104,2,100,6,t,3641,nil,50,nil
104,2,101,1,t,4815,nil,100,nil
104,2,102,1,t,1174,nil,0,nil
104,2,103,3,t,1007,nil,50,t
104,2,104,5,t,920,nil,0,t
104,2,105,1,t,1165,nil,50,nil
104,2,106,10,t,2216,nil,100,t
104,2,107,6,t,4094,nil,100,nil
104,2,108,5,t,3681,nil,50,nil
104,2,109,8,t,2141,nil,100,t
104,2,110,14,t,2751,nil,150,nil
104,2,111,7,t,1100,nil,0,nil
104,2,112,9,t,2124,nil,100,nil
104,2,113,15,t,1588,nil,0,t
104,2,114,13,t,1152,nil,0,nil
104,2,115,9,t,3214,nil,150,t
104,2,116,8,t,929,nil,0,nil
104,2,117,12,t,931,nil,0,nil
104,2,118,4,t,850,nil,0,t
104,2,119,7,t,2418,nil,150,t
104,2,120,12,t,2512,nil,100,t
104,2,121,12,t,3622,nil,100,nil
104,2,122,5,t,1907,nil,100,nil
104,2,123,14,t,4273,nil,100,nil
104,2,124,10,nil,2059,t,150,t
104,2,125,11,t,1840,nil,50,nil
104,2,126,10,t,6674,t,150,nil
104,2,127,4,nil,2062,t,150,nil
104,2,128,11,t,5685,t,150,nil
104,3,1,12,t,849,nil,0,nil
104,3,2,6,t,1617,nil,100,t
104,3,3,13,t,763,nil,0,nil
104,3,4,10,t,1200,nil,50,nil
104,3,5,8,t,1145,nil,0,nil
104,3,6,5,t,1401,nil,100,t
104,3,7,16,t,1291,nil,50,t
104,3,8,9,t,1495,nil,100,t
104,3,9,4,t,2023,nil,100,t
104,3,10,15,t,5795,t,50,nil
104,3,11,15,nil,4405,t,150,nil
104,3,12,13,t,880,t,0,t
104,3,13,1,t,998,nil,0,nil
104,3,14,12,t,913,nil,0,t
104,3,15,5,t,665,nil,0,t
104,3,16,6,t,2612,nil,100,nil
104,3,17,2,t,2162,nil,100,t
104,3,18,4,t,1451,nil,50,nil
104,3,19,6,t,930,nil,0,t
104,3,20,11,t,906,nil,0,t
104,3,21,1,t,3393,nil,100,nil
104,3,22,5,t,1103,nil,50,t
104,3,23,3,t,1766,nil,150,t
104,3,24,11,t,2148,nil,150,t
104,3,25,6,t,1657,nil,50,nil
104,3,26,12,t,2148,nil,150,t
104,3,27,10,t,2321,nil,100,nil
104,3,28,7,t,1035,nil,0,t
104,3,29,3,t,2037,nil,100,t
104,3,30,16,t,1648,nil,150,t
104,3,31,7,t,919,nil,0,nil
104,3,32,14,t,2073,nil,150,nil
104,3,33,16,t,1317,nil,50,nil
104,3,34,13,t,1301,nil,50,nil
104,3,35,1,t,1190,nil,50,t
104,3,36,13,t,3280,nil,150,t
104,3,37,1,t,3037,nil,150,t
104,3,38,12,t,1417,nil,50,t
104,3,39,1,t,881,nil,0,t
104,3,40,8,t,2544,nil,150,t
104,3,41,1,t,1851,nil,50,nil
104,3,42,8,t,3842,nil,100,t
104,3,43,15,t,825,nil,0,t
104,3,44,4,t,680,nil,0,nil
104,3,45,15,t,11685,t,100,nil
104,3,46,7,t,4796,nil,100,nil
104,3,47,4,t,1955,nil,100,nil
104,3,48,2,t,1168,nil,0,t
104,3,49,16,t,1676,nil,100,t
104,3,50,9,t,1015,nil,0,t
104,3,51,14,t,703,nil,0,nil
104,3,52,7,t,4483,nil,150,nil
104,3,53,16,t,2472,nil,150,nil
104,3,54,3,t,1273,nil,50,t
104,3,55,12,t,1021,nil,50,nil
104,3,56,7,t,1730,nil,100,t
104,3,57,1,t,2507,nil,150,nil
104,3,58,15,t,1123,nil,0,nil
104,3,59,16,t,1048,nil,0,t
104,3,60,3,t,4582,nil,150,nil
104,3,61,10,t,2091,nil,50,t
104,3,62,8,t,1574,nil,50,nil
104,3,63,9,t,2409,nil,50,t
104,3,64,9,t,3241,nil,150,nil
104,3,65,9,t,2278,nil,100,nil
104,3,66,2,t,872,nil,0,nil
104,3,67,7,t,1458,nil,50,t
104,3,68,15,t,3046,nil,150,t
104,3,69,6,t,1077,nil,50,t
104,3,70,15,t,1064,nil,50,t
104,3,71,11,t,1816,nil,50,t
104,3,72,8,t,7598,t,100,nil
104,3,73,11,t,5598,t,100,t
104,3,74,9,t,1001,nil,0,nil
104,3,75,16,t,815,nil,0,nil
104,3,76,10,t,777,nil,0,t
104,3,77,8,nil,8898,t,150,nil
104,3,78,3,t,851,nil,0,t
104,3,79,2,nil,1837,t,150,nil
104,3,80,2,t,3710,nil,100,nil
104,3,81,14,t,3712,nil,100,nil
104,3,82,10,t,2941,nil,100,t
104,3,83,10,t,5118,t,150,nil
104,3,84,4,t,977,nil,50,t
104,3,85,14,t,1262,nil,50,nil
104,3,86,3,t,1386,nil,50,nil
104,3,87,13,t,3179,nil,150,nil
104,3,88,9,t,1948,nil,150,t
104,3,89,2,t,1363,nil,50,nil
104,3,90,9,t,1327,nil,50,nil
104,3,91,14,t,1990,nil,100,t
104,3,92,5,t,1648,nil,50,nil
104,3,93,7,t,2923,nil,150,t
104,3,94,5,t,3722,nil,150,t
104,3,95,5,t,4336,nil,150,nil
104,3,96,4,t,1823,nil,150,t
104,3,97,13,t,5863,t,100,nil
104,3,98,15,t,2574,nil,100,t
104,3,99,6,t,1117,nil,0,nil
104,3,100,10,t,3221,nil,150,t
104,3,101,3,t,3220,nil,100,nil
104,3,102,16,t,4496,nil,100,nil
104,3,103,8,t,1012,nil,50,t
104,3,104,11,t,3893,nil,100,nil
104,3,105,5,t,1613,nil,100,nil
104,3,106,4,t,834,nil,0,t
104,3,107,2,t,773,t,50,t
104,3,108,6,t,2552,nil,150,nil
104,3,109,14,t,846,nil,0,t
104,3,110,4,t,8050,t,150,nil
104,3,111,12,t,2705,nil,100,t
104,3,112,11,t,4403,nil,150,nil
104,3,113,8,t,781,nil,0,t
104,3,114,14,t,1152,nil,50,t
104,3,115,1,t,2120,nil,100,t
104,3,116,13,t,1034,nil,50,t
104,3,117,3,t,758,nil,0,nil
104,3,118,2,t,1999,nil,150,t
104,3,119,6,t,1744,nil,150,t
104,3,120,12,t,1321,nil,100,nil
104,3,121,5,t,834,nil,0,nil
104,3,122,11,t,1106,nil,50,nil
104,3,123,11,t,700,nil,0,nil
104,3,124,10,t,582,nil,0,nil
104,3,125,7,t,1063,nil,50,nil
104,3,126,13,t,1580,nil,100,t
104,3,127,14,t,1699,nil,150,t
104,3,128,12,t,5837,t,150,nil
104,4,1,12,t,3012,nil,150,nil
104,4,2,1,t,1010,nil,50,t
104,4,3,8,t,1339,nil,0,nil
104,4,4,1,t,1143,nil,100,t
104,4,5,2,t,943,nil,0,nil
104,4,6,16,t,1329,nil,0,nil
104,4,7,3,t,1174,nil,0,nil
104,4,8,2,t,804,nil,0,t
104,4,9,8,t,1459,nil,50,nil
104,4,10,6,nil,2620,t,100,nil
104,4,11,7,t,1719,nil,50,t
104,4,12,8,t,4137,nil,150,nil
104,4,13,9,t,1564,nil,100,nil
104,4,14,12,t,1935,nil,100,t
104,4,15,9,t,2133,nil,50,nil
104,4,16,16,t,1565,nil,50,nil
104,4,17,5,t,1810,nil,150,t
104,4,18,5,t,2742,nil,100,t
104,4,19,6,t,938,nil,50,nil
104,4,20,2,t,1459,nil,50,nil
104,4,21,2,t,1828,nil,100,t
104,4,22,6,t,2329,nil,150,t
104,4,23,14,nil,1683,t,150,nil
104,4,24,16,t,1606,nil,150,nil
104,4,25,8,t,4687,nil,100,nil
104,4,26,16,t,1192,t,50,t
104,4,27,1,t,1510,nil,50,nil
104,4,28,9,t,1080,nil,0,nil
104,4,29,10,t,709,nil,0,nil
104,4,30,4,t,2203,nil,150,nil
104,4,31,7,t,4233,nil,150,nil
104,4,32,6,t,2025,nil,50,t
104,4,33,9,t,2237,t,150,t
104,4,34,10,t,1208,nil,50,t
104,4,35,6,t,719,nil,0,nil
104,4,36,4,t,1226,nil,50,nil
104,4,37,4,t,837,nil,0,t
104,4,38,7,t,1793,nil,150,t
104,4,39,4,t,852,nil,50,t
104,4,40,15,t,909,nil,0,t
104,4,41,7,t,616,nil,0,t
104,4,42,4,t,2163,nil,100,nil
104,4,43,12,t,1116,nil,0,nil
104,4,44,11,t,641,nil,0,nil
104,4,45,13,t,1646,nil,150,nil
104,4,46,1,t,3887,nil,150,nil
104,4,47,5,t,1272,nil,0,t
104,4,48,13,t,577,nil,0,t
104,4,49,14,t,794,nil,50,nil
104,4,50,12,t,4071,nil,150,t
104,4,51,15,t,1799,nil,50,t
104,4,52,11,t,906,nil,50,t
104,4,53,3,t,904,nil,50,nil
104,4,54,1,t,1683,nil,100,nil
104,4,55,13,t,1290,nil,100,t
104,4,56,15,t,1676,nil,100,nil
104,4,57,3,t,1623,nil,50,t
104,4,58,4,t,945,nil,0,nil
104,4,59,14,t,885,nil,0,t
104,4,60,15,t,2256,nil,150,nil
104,4,61,14,t,1167,nil,50,t
104,4,62,8,t,794,nil,0,t
104,4,63,3,t,596,nil,0,t
104,4,64,13,t,2419,nil,150,t
104,4,65,14,t,1287,nil,100,nil
104,4,66,10,t,3048,nil,50,nil
104,4,67,10,t,2535,nil,100,nil
104,4,68,11,t,2890,t,50,nil
104,4,69,5,t,767,nil,0,nil
104,4,70,4,t,7196,t,150,t
104,4,71,10,t,672,nil,0,t
104,4,72,8,t,2527,nil,150,t
104,4,73,2,t,1279,nil,50,t
104,4,74,5,t,2610,nil,100,nil
104,4,75,2,t,2116,nil,100,nil
104,4,76,12,t,1555,nil,50,nil
104,4,77,15,t,1827,nil,100,t
104,4,78,7,t,2583,nil,100,nil
104,4,79,1,t,745,nil,0,t
104,4,80,13,t,1166,nil,50,nil
104,4,81,8,t,1341,nil,100,t
104,4,82,4,t,1294,nil,100,t
104,4,83,15,t,1133,nil,50,nil
104,4,84,6,t,1543,nil,0,t
104,4,85,9,t,1175,nil,0,t
104,4,86,5,t,1326,nil,50,t
104,4,87,1,t,851,nil,0,nil
104,4,88,12,t,1890,t,50,t
104,4,89,12,t,2239,nil,100,nil
104,4,90,16,t,2458,nil,100,nil
104,4,91,11,t,6346,t,150,nil
104,4,92,16,t,1263,nil,100,t
104,4,93,10,t,1721,nil,150,t
104,4,94,14,t,1417,nil,150,t
104,4,95,8,t,1395,nil,50,t
104,4,96,13,t,863,nil,0,nil
104,4,97,10,t,1843,nil,150,nil
104,4,98,3,t,1925,nil,150,t
104,4,99,6,nil,5494,t,150,nil
104,4,100,2,t,2138,nil,150,t
104,4,101,15,t,1866,nil,150,t
104,4,102,9,t,1390,nil,50,t
104,4,103,16,t,2020,nil,150,t
104,4,104,5,t,2306,nil,150,nil
104,4,105,15,t,1230,nil,0,nil
104,4,106,7,t,612,nil,0,nil
104,4,107,7,t,1200,nil,50,nil
104,4,108,3,t,3548,nil,100,nil
104,4,109,7,t,1826,nil,100,t
104,4,110,6,t,1470,nil,100,t
104,4,111,3,t,3608,nil,150,nil
104,4,112,11,t,6640,t,150,t
104,4,113,16,t,1210,nil,0,t
104,4,114,13,t,892,nil,50,t
104,4,115,14,t,1287,nil,100,t
104,4,116,1,t,1809,nil,150,t
104,4,117,9,nil,5872,t,150,nil
104,4,118,14,t,866,nil,0,nil
104,4,119,13,t,3580,nil,100,nil
104,4,120,11,t,1435,nil,100,t
104,4,121,9,t,1987,nil,100,t
104,4,122,2,t,2702,nil,150,nil
104,4,123,3,t,1757,nil,100,t
104,4,124,5,t,1269,nil,50,nil
104,4,125,11,t,1921,nil,100,nil
104,4,126,11,t,812,nil,0,t
104,4,127,12,t,721,t,0,t
104,4,128,10,t,1357,t,100,t
104,5,1,15,t,5559,t,150,nil
104,5,2,4,t,1918,nil,100,nil
104,5,3,4,t,1264,nil,50,nil
104,5,4,6,t,3845,nil,100,nil
104,5,5,1,t,756,nil,0,nil
104,5,6,13,t,741,nil,0,t
104,5,7,11,t,1429,nil,50,nil
104,5,8,9,t,4257,nil,150,t
104,5,9,11,t,10046,t,150,nil
104,5,10,9,t,761,nil,0,t
104,5,11,1,t,1017,nil,50,nil
104,5,12,3,t,877,nil,0,nil
104,5,13,16,t,2933,nil,100,nil
104,5,14,16,t,1162,nil,0,nil
104,5,15,12,t,1288,nil,50,t
104,5,16,8,t,2141,nil,100,t
104,5,17,13,t,2231,nil,100,t
104,5,18,5,t,1749,nil,50,t
104,5,19,2,t,565,nil,0,t
104,5,20,4,t,1034,nil,50,t
104,5,21,4,t,1408,nil,100,t
104,5,22,5,t,2067,nil,100,nil
104,5,23,3,t,1672,nil,100,nil
104,5,24,10,t,929,nil,50,nil
104,5,25,7,t,1778,nil,100,t
104,5,26,7,t,873,nil,50,nil
104,5,27,3,t,1207,nil,50,t
104,5,28,4,t,1987,nil,150,t
104,5,29,8,t,925,nil,50,t
104,5,30,14,t,1751,nil,100,t
104,5,31,16,t,1694,nil,150,t
104,5,32,13,t,1412,nil,150,t
104,5,33,2,t,2353,nil,100,nil
104,5,34,10,t,2416,nil,100,t
104,5,35,3,t,938,nil,0,t
104,5,36,9,t,859,nil,0,nil
104,5,37,12,t,1485,nil,150,t
104,5,38,8,t,3671,nil,150,nil
104,5,39,6,t,1300,nil,0,t
104,5,40,1,t,1733,t,100,t
104,5,41,4,t,709,nil,0,t
104,5,42,14,t,573,nil,0,t
104,5,43,1,t,1404,nil,100,nil
104,5,44,12,t,786,nil,0,t
104,5,45,2,t,1460,nil,150,t
104,5,46,11,t,536,nil,0,t
104,5,47,2,t,765,nil,0,nil
104,5,48,6,t,1229,nil,0,nil
104,5,49,9,nil,2905,t,150,nil
104,5,50,12,t,4546,nil,100,t
104,5,51,10,t,4061,nil,100,nil
104,5,52,8,t,4167,nil,100,nil
104,5,53,13,t,1154,t,50,nil
104,5,54,1,t,755,nil,0,t
104,5,55,6,t,1119,nil,150,t
104,5,56,16,t,2483,nil,150,nil
104,5,57,5,t,1535,nil,50,nil
104,5,58,9,t,942,nil,50,nil
104,5,59,16,t,776,nil,0,t
104,5,60,3,nil,4609,t,150,nil
104,5,61,11,t,1308,nil,50,t
104,5,62,2,t,1007,nil,50,nil
104,5,63,8,nil,1283,t,0,t
104,5,64,16,t,2395,t,100,t
104,5,65,5,t,2292,nil,100,t
104,5,66,4,t,760,nil,0,nil
104,5,67,14,t,1115,nil,50,t
104,5,68,4,t,3901,nil,150,nil
104,5,69,15,t,795,nil,0,t
104,5,70,1,t,1549,nil,150,t
104,5,71,14,t,721,nil,0,nil
104,5,72,16,t,1787,nil,50,nil
104,5,73,12,t,786,nil,0,nil
104,5,74,10,t,936,t,50,t
104,5,75,14,t,1655,t,100,nil
104,5,76,15,t,2148,nil,50,nil
104,5,77,12,t,3029,nil,100,nil
104,5,78,6,t,1562,nil,100,t
104,5,79,6,t,759,nil,50,nil
104,5,80,8,t,1617,nil,150,t
104,5,81,15,t,887,nil,0,nil
104,5,82,9,t,1436,nil,50,t
104,5,83,6,t,3347,nil,150,nil
104,5,84,7,t,2898,nil,100,nil
104,5,85,7,t,2920,nil,150,t
104,5,86,7,t,707,nil,0,t
104,5,87,14,t,1133,nil,150,t
104,5,88,13,t,1352,nil,100,nil
104,5,89,11,t,1828,nil,100,t
