Subject,Block_number,Trial_number,Abs_ref_stim,Resp_Correct,RT,out,angle,same
116,3,3,2,t,1454,nil,100,nil
116,3,4,1,t,1018,nil,50,nil
116,3,5,8,t,684,nil,0,t
116,3,6,4,t,2479,nil,100,t
116,3,7,9,t,3614,nil,100,t
116,3,8,6,t,1161,nil,100,t
116,3,9,5,t,2074,nil,50,t
116,3,10,10,t,2451,nil,50,nil
116,3,11,3,t,674,nil,0,t
116,3,12,13,t,974,nil,0,nil
116,3,13,4,t,2530,nil,150,nil
116,3,14,6,t,2336,nil,100,nil
116,3,15,7,t,2635,nil,150,nil
116,3,16,4,t,1066,nil,50,nil
116,3,17,10,t,2078,nil,150,t
116,3,18,6,t,1417,nil,150,t
116,3,19,13,t,525,nil,0,t
116,3,20,15,t,1630,nil,0,nil
116,3,21,11,t,2146,nil,50,nil
116,3,22,12,t,2388,nil,150,nil
116,3,23,16,t,1537,nil,100,t
116,3,24,12,t,1895,nil,50,t
116,3,25,11,t,627,nil,0,t
116,3,26,15,t,2086,nil,100,nil
116,3,27,11,t,14845,t,150,nil
116,3,28,15,t,2747,nil,100,t
116,3,29,1,t,911,nil,0,nil
116,3,30,8,t,2339,nil,50,nil
116,3,31,2,t,5669,t,100,t
116,3,32,2,t,1093,nil,0,nil
116,3,33,12,t,503,nil,0,t
116,3,34,5,t,1492,nil,150,nil
116,3,35,1,t,2131,nil,50,t
116,3,36,7,t,1409,nil,150,t
116,3,37,4,t,1416,nil,100,nil
116,3,38,9,t,3537,nil,50,t
116,3,39,15,t,2308,nil,150,nil
116,3,40,9,nil,1341,t,50,nil
116,3,41,14,t,665,nil,0,nil
116,3,42,6,t,1395,nil,50,nil
116,3,43,8,t,2698,nil,150,nil
116,3,44,4,t,930,nil,50,t
116,3,45,8,t,2370,nil,100,t
116,3,46,6,t,1300,nil,0,t
116,3,47,10,t,1966,nil,100,t
116,3,48,15,t,797,nil,0,t
116,3,49,7,t,1317,nil,50,t
116,3,50,11,t,1067,nil,0,nil
116,3,51,7,t,804,nil,0,t
116,3,52,10,t,2100,nil,100,nil
116,3,53,14,t,722,nil,0,t
116,3,54,16,t,533,nil,0,t
116,3,55,5,t,1438,nil,100,nil
116,3,56,12,t,1465,nil,0,nil
116,3,57,4,t,650,nil,0,t
116,3,58,2,t,5844,t,150,nil
116,3,59,14,t,5307,t,50,t
116,3,60,14,t,3082,nil,150,nil
116,3,61,14,t,1065,nil,100,t
116,3,62,4,t,760,nil,0,nil
116,3,63,2,t,1207,nil,50,t
116,3,64,11,t,3914,nil,150,t
116,3,65,13,t,749,nil,50,t
116,3,66,3,t,1586,nil,50,t
116,3,67,9,t,1167,nil,0,t
116,3,68,5,t,1664,nil,150,t
116,3,69,9,t,892,nil,150,t
116,3,70,14,t,1594,t,100,nil
116,3,71,6,t,869,nil,0,nil
116,3,72,8,t,1634,nil,50,t
116,3,73,3,t,1051,nil,50,nil
116,3,74,6,t,1301,nil,50,t
116,3,75,11,t,2166,nil,50,t
116,3,76,12,t,2135,nil,50,nil
116,3,77,10,t,642,nil,0,t
116,3,78,8,t,754,nil,0,nil
116,3,79,5,t,2350,nil,100,t
116,3,80,5,t,1039,nil,50,nil
116,3,81,2,t,665,nil,0,t
116,3,82,14,t,994,nil,150,t
116,3,83,1,t,1697,nil,150,nil
116,3,84,6,t,1329,nil,150,nil
116,3,85,10,t,3175,nil,150,nil
116,3,86,12,t,3113,nil,100,t
116,3,87,13,t,753,nil,50,nil
116,3,88,9,t,1271,nil,150,nil
116,3,89,16,t,1905,nil,50,t
116,3,90,9,t,1494,nil,100,nil
116,3,91,13,t,1331,nil,150,nil
116,3,92,5,t,889,nil,0,nil
116,3,93,7,t,2005,nil,100,t
116,3,94,3,t,5050,t,100,t
116,3,95,12,t,1344,nil,150,t
116,3,96,8,t,2318,nil,150,t
116,3,97,1,t,1194,nil,100,t
116,3,98,2,t,970,nil,150,t
116,3,99,3,t,2802,nil,150,nil
116,3,100,8,t,2762,nil,100,nil
116,3,101,7,t,1131,nil,0,nil
116,3,102,14,t,920,nil,50,nil
116,3,103,16,t,940,nil,0,nil
116,3,104,7,t,1230,nil,100,nil
116,3,105,1,t,2253,nil,150,t
116,3,106,11,t,5163,t,100,nil
116,3,107,13,t,1789,nil,100,t
116,3,108,3,t,1458,nil,150,t
116,3,109,13,t,1942,nil,150,t
116,3,110,15,t,2523,nil,50,nil
116,3,111,15,t,1655,nil,150,t
116,3,112,12,t,3003,nil,100,nil
116,3,113,15,t,1320,nil,50,t
116,3,114,10,t,701,nil,0,nil
116,3,115,1,t,1431,nil,100,nil
116,3,116,7,t,1663,nil,50,nil
116,3,117,1,t,695,nil,0,t
116,3,118,16,t,982,nil,50,nil
116,3,119,11,t,1593,nil,100,t
116,3,120,3,t,868,nil,100,nil
116,3,121,5,t,884,nil,0,t
116,3,122,2,t,1512,nil,50,nil
116,3,123,16,t,835,nil,100,nil
116,3,124,3,t,607,nil,0,nil
116,3,125,9,t,927,nil,0,nil
116,3,126,10,t,996,nil,50,t
116,3,127,13,nil,967,t,100,nil
116,3,128,16,t,3998,t,150,t
116,4,1,15,t,1515,nil,150,nil
116,4,2,8,t,1061,nil,0,t
116,4,3,1,t,731,nil,0,nil
116,4,4,5,t,668,nil,0,t
116,4,5,5,t,1077,nil,50,nil
116,4,6,13,t,962,nil,0,t
116,4,7,4,t,792,nil,50,t
116,4,8,8,t,1284,nil,150,t
116,4,9,1,t,1048,nil,50,nil
116,4,10,7,t,1756,nil,100,nil
116,4,11,12,t,1015,nil,0,nil
116,4,12,14,t,623,nil,0,t
116,4,13,9,t,1870,nil,150,t
116,4,14,12,t,816,nil,0,t
116,4,15,7,t,989,nil,50,nil
116,4,16,10,t,902,nil,0,t
116,4,17,8,t,1759,nil,50,t
116,4,18,13,t,2014,nil,100,t
116,4,19,12,t,2769,nil,150,t
116,4,20,6,t,1606,nil,150,nil
116,4,21,5,t,5932,t,100,nil
116,4,22,14,t,1140,nil,150,nil
116,4,23,4,t,1723,nil,150,t
116,4,24,4,t,1412,nil,100,t
116,4,25,4,t,992,nil,50,nil
116,4,26,10,t,3339,nil,150,nil
116,4,27,5,t,805,nil,50,t
116,4,28,11,t,3791,nil,100,nil
116,4,29,2,t,830,nil,0,nil
116,4,30,13,t,1298,nil,100,nil
116,4,31,5,t,1458,nil,100,t
116,4,32,10,t,4177,nil,100,t
116,4,33,14,t,1869,nil,150,t
116,4,34,15,t,2445,nil,100,nil
116,4,35,4,t,1530,nil,150,nil
116,4,36,6,t,1303,nil,100,nil
116,4,37,13,t,1077,nil,0,nil
116,4,38,9,t,924,nil,0,nil
116,4,39,15,t,1632,nil,100,t
116,4,40,2,t,656,nil,0,t
116,4,41,6,t,911,nil,50,t
116,4,42,3,t,694,nil,50,nil
116,4,43,5,t,2814,nil,150,t
116,4,44,1,t,783,nil,0,t
116,4,45,16,t,945,nil,50,nil
116,4,46,11,t,2732,nil,150,t
116,4,47,1,t,1046,nil,50,t
116,4,48,6,t,980,nil,100,t
116,4,49,11,t,2473,nil,100,t
116,4,50,9,t,1784,nil,100,nil
116,4,51,16,t,1332,nil,100,nil
116,4,52,12,t,1504,nil,100,t
116,4,53,2,t,846,nil,50,t
116,4,54,6,t,1241,nil,50,nil
116,4,55,6,t,923,nil,0,t
116,4,56,4,t,703,nil,0,nil
116,4,57,3,t,818,nil,0,nil
116,4,58,7,t,2660,nil,150,t
116,4,59,10,t,1032,nil,50,t
116,4,60,16,t,860,nil,0,nil
116,4,61,7,t,2046,nil,0,nil
116,4,62,14,t,1193,nil,100,t
116,4,63,2,t,1352,nil,100,nil
116,4,64,12,t,1302,nil,50,nil
116,4,65,16,t,1360,nil,150,nil
116,4,66,2,t,2093,nil,150,t
116,4,67,12,t,5606,t,150,nil
116,4,68,5,t,5387,t,150,nil
116,4,69,5,t,701,nil,0,nil
116,4,70,4,t,594,nil,0,t
116,4,71,15,t,846,nil,0,nil
116,4,72,3,t,4864,t,100,t
116,4,73,6,t,711,nil,0,nil
116,4,74,2,t,4879,t,150,nil
116,4,75,3,t,1497,nil,50,t
116,4,76,10,t,627,nil,0,nil
116,4,77,14,t,620,nil,0,nil
116,4,78,11,t,988,nil,50,t
116,4,79,13,t,2860,nil,150,t
116,4,80,16,t,1052,nil,100,t
116,4,81,15,t,1107,nil,150,t
116,4,82,16,t,1280,nil,50,t
116,4,83,16,t,571,nil,0,t
116,4,84,8,t,1211,nil,50,nil
116,4,85,3,t,564,nil,0,t
116,4,86,11,t,1320,nil,50,nil
116,4,87,7,t,704,nil,0,t
116,4,88,9,t,690,nil,0,t
116,4,89,12,t,774,nil,50,t
116,4,90,16,t,1283,nil,150,t
116,4,91,14,t,1126,nil,100,nil
116,4,92,7,t,2733,nil,50,t
116,4,93,13,t,1158,nil,150,nil
116,4,94,13,t,1349,nil,50,t
116,4,95,1,t,4619,nil,100,t
116,4,96,10,t,1232,nil,100,nil
116,4,97,15,t,1156,nil,50,nil
116,4,98,3,t,1603,nil,100,nil
116,4,99,1,t,1883,nil,100,nil
116,4,100,11,t,770,nil,0,t
116,4,101,9,t,1454,nil,100,t
116,4,102,2,t,2743,nil,100,t
116,4,103,8,t,6584,t,150,nil
116,4,104,10,t,1984,nil,50,nil
116,4,105,6,t,3568,nil,150,t
116,4,106,9,t,992,nil,50,nil
116,4,107,15,t,1064,nil,50,t
116,4,108,7,t,1514,nil,150,nil
116,4,109,8,t,1941,nil,100,t
116,4,110,8,t,760,nil,0,nil
116,4,111,2,t,938,nil,50,nil
116,4,112,1,t,1806,nil,150,t
116,4,113,8,t,1265,nil,100,nil
116,4,114,1,t,2083,nil,150,nil
116,4,115,11,t,6930,t,150,nil
116,4,116,14,t,861,nil,50,t
116,4,117,14,t,1285,nil,50,nil
116,4,118,10,t,1507,nil,150,t
116,4,119,3,t,2517,nil,150,t
116,4,120,4,t,1060,nil,100,nil
116,4,121,9,t,864,nil,50,t
116,4,122,11,t,718,nil,0,nil
116,4,123,3,t,1325,nil,150,nil
116,4,124,7,t,1772,nil,100,t
116,4,125,13,t,913,nil,50,nil
116,4,126,12,t,3207,nil,100,nil
116,4,127,9,t,2416,nil,150,nil
116,4,128,15,t,797,t,0,t
116,5,1,12,t,2004,nil,150,t
116,5,2,13,t,1194,nil,150,nil
116,5,3,9,t,1647,nil,50,t
116,5,4,13,t,2329,nil,150,t
116,5,5,11,t,615,nil,0,t
116,5,6,8,t,2520,nil,150,t
116,5,7,13,t,834,nil,0,nil
116,5,8,1,t,657,nil,0,nil
116,5,9,1,t,2211,nil,150,nil
116,5,10,1,t,2630,nil,50,nil
116,5,11,5,t,4622,nil,150,t
116,5,12,1,t,2761,nil,150,t
116,5,13,4,t,970,nil,50,nil
116,5,14,15,t,1062,nil,100,nil
116,5,15,15,t,838,nil,0,t
116,5,16,13,t,2801,nil,100,t
116,5,17,4,t,1646,nil,100,t
116,5,18,9,t,1120,nil,100,nil
116,5,19,2,t,742,nil,0,t
116,5,20,2,t,2638,nil,100,t
116,5,21,16,t,961,nil,0,nil
116,5,22,4,t,1347,nil,150,t
116,5,23,1,t,565,nil,0,t
116,5,24,10,t,989,nil,100,nil
116,5,25,10,t,1088,nil,150,t
116,5,26,5,t,906,nil,100,nil
116,5,27,1,t,997,nil,100,t
116,5,28,11,t,3763,nil,100,nil
116,5,29,9,t,1664,nil,50,nil
116,5,30,8,t,1785,nil,50,nil
116,5,31,4,t,3119,nil,100,nil
116,5,32,14,t,853,nil,0,t
116,5,33,3,t,1512,nil,100,nil
116,5,34,16,t,930,nil,50,t
116,5,35,9,t,652,nil,0,t
116,5,36,15,t,2223,nil,150,nil
116,5,37,15,t,1369,nil,50,t
116,5,38,16,t,1861,nil,100,t
116,5,39,12,t,1153,nil,0,nil
116,5,40,6,t,571,nil,0,t
116,5,41,5,t,1457,nil,150,nil
116,5,42,12,t,545,nil,0,t
116,5,43,5,t,977,nil,0,nil
116,5,44,7,t,1470,nil,100,t
116,5,45,13,t,920,nil,100,nil
116,5,46,3,t,1321,nil,0,nil
116,5,47,16,t,2182,nil,100,nil
116,5,48,11,t,2512,nil,100,t
116,5,49,8,t,5347,t,150,nil
116,5,50,16,t,2205,nil,150,nil
116,5,51,16,t,901,nil,0,t
116,5,52,11,t,2012,nil,50,t
116,5,53,4,t,511,nil,0,t
116,5,54,6,t,1595,nil,150,nil
116,5,55,4,t,1010,nil,0,nil
116,5,56,16,t,1101,nil,50,nil
116,5,57,16,t,1242,nil,150,t
116,5,58,8,t,548,nil,0,t
116,5,59,5,t,581,nil,0,t
116,5,60,5,t,3709,nil,100,t
116,5,61,11,t,2216,nil,150,t
116,5,62,8,t,1402,nil,100,t
116,5,63,8,t,1020,nil,100,nil
116,5,64,9,t,1806,nil,100,t
116,5,65,14,t,591,nil,50,t
116,5,66,2,t,935,nil,100,nil
116,5,67,10,t,1310,nil,150,nil
116,5,68,7,t,1128,nil,0,nil
116,5,69,3,t,1483,nil,150,nil
116,5,70,14,t,1102,nil,150,t
116,5,71,2,t,1033,nil,150,t
116,5,72,7,t,980,nil,100,nil
116,5,73,3,t,1854,nil,50,t
116,5,74,4,t,608,nil,50,t
116,5,75,10,t,680,nil,0,nil
116,5,76,7,t,1584,nil,150,t
116,5,77,3,t,839,nil,50,nil
116,5,78,13,t,618,nil,50,t
116,5,79,7,t,1061,nil,50,t
116,5,80,5,t,1082,nil,50,nil
116,5,81,14,t,1005,nil,100,t
116,5,82,15,t,1748,nil,150,t
116,5,83,6,t,996,nil,50,t
116,5,84,6,t,902,nil,100,nil
116,5,85,2,t,909,nil,0,nil
116,5,86,6,t,1043,nil,50,nil
116,5,87,11,t,849,nil,0,nil
116,5,88,2,t,1702,nil,150,nil
116,5,89,2,t,2271,nil,50,nil
116,5,90,12,t,1015,nil,50,nil
116,5,91,12,t,1282,nil,100,t
116,5,92,11,t,5077,t,150,nil
116,5,93,7,t,1551,nil,150,nil
116,5,94,15,t,3027,nil,50,nil
116,5,95,12,t,1465,nil,100,nil
116,5,96,14,nil,419,t,0,nil
116,5,97,8,t,1042,nil,50,t
116,5,98,5,t,1561,nil,50,t
116,5,99,9,t,2826,nil,150,t
116,5,100,9,t,2458,nil,150,nil
116,5,101,3,t,1609,nil,100,t
116,5,102,10,t,1888,nil,100,t
116,5,103,14,t,1165,nil,150,nil
116,5,104,4,t,1721,nil,150,nil
116,5,105,11,t,1094,nil,50,nil
116,5,106,8,t,779,nil,0,nil
116,5,107,10,t,670,nil,0,t
116,5,108,13,t,951,nil,50,nil
116,5,109,3,t,949,nil,0,t
116,5,110,9,t,849,nil,0,nil
116,5,111,10,t,899,nil,50,t
116,5,112,6,t,1189,nil,0,nil
116,5,113,1,t,965,nil,50,t
116,5,114,6,t,1622,nil,100,t
116,5,115,12,t,2128,nil,150,nil
116,5,116,6,t,1631,nil,150,t
116,5,117,7,t,510,nil,0,t
116,5,118,15,t,1133,nil,100,t
116,5,119,12,t,1018,nil,50,t
116,5,120,1,t,1035,nil,100,nil
116,5,121,15,t,1089,nil,0,nil
116,5,122,3,t,1465,nil,150,t
116,5,123,2,t,816,nil,50,t
116,5,124,14,t,895,nil,100,nil
116,5,125,7,t,1564,nil,50,nil
116,5,126,13,t,815,nil,0,t
116,5,127,10,t,2026,nil,50,nil
116,5,128,14,t,1222,t,50,nil
116,6,1,11,t,1674,nil,100,t
116,6,2,1,t,1571,nil,150,nil
116,6,3,13,t,1049,nil,50,nil
116,6,4,8,t,1105,nil,100,t
116,6,5,10,t,825,nil,0,nil
116,6,6,15,t,2845,nil,150,nil
116,6,7,5,t,1318,nil,150,t
116,6,8,12,t,1287,nil,50,nil
116,6,9,14,t,1534,nil,150,nil
116,6,10,2,t,1279,nil,50,t
116,6,11,12,t,1303,nil,0,nil
116,6,12,8,t,2730,nil,150,t
116,6,13,4,t,2180,nil,150,t
116,6,14,2,t,1326,nil,100,t
116,6,15,14,t,1435,t,100,t
116,6,16,9,t,556,nil,0,t
116,6,17,15,t,1373,nil,100,t
116,6,18,6,t,1543,nil,100,nil
116,6,19,1,t,1512,nil,100,nil
116,6,20,1,t,886,nil,0,nil
116,6,21,2,t,1097,nil,150,t
116,6,22,8,t,1528,nil,100,nil
116,6,23,7,t,1927,nil,100,nil
116,6,24,7,t,1161,nil,50,t
116,6,25,7,t,2601,nil,150,t
116,6,26,11,t,828,nil,0,nil
116,6,27,10,t,2240,nil,150,t
116,6,28,10,t,925,nil,50,nil
116,6,29,13,t,2222,nil,0,t
116,6,30,3,t,9260,t,150,t
116,6,31,12,t,1134,nil,100,nil
116,6,32,5,t,1705,nil,150,nil
116,6,33,13,t,982,nil,100,t
116,6,34,5,t,965,nil,0,nil
116,6,35,13,t,1517,nil,150,nil
116,6,36,5,t,1191,nil,100,t
116,6,37,9,t,1447,nil,50,t
116,6,38,6,t,896,nil,0,nil
116,6,39,7,t,2213,nil,0,nil
116,6,40,3,t,742,nil,0,t
116,6,41,15,t,800,nil,0,nil
116,6,42,15,t,2201,nil,100,nil
116,6,43,11,t,1279,nil,50,nil
116,6,44,7,t,1423,nil,50,nil
116,6,45,10,t,1859,nil,150,nil
116,6,46,4,t,1177,nil,150,nil
116,6,47,10,t,927,nil,50,t
116,6,48,12,t,1061,nil,100,t
116,6,49,4,t,799,nil,0,t
116,6,50,16,t,5257,t,150,nil
116,6,51,7,t,549,nil,0,t
116,6,52,11,t,2210,t,50,t
116,6,53,8,t,4340,nil,150,nil
116,6,54,9,t,715,nil,0,nil
116,6,55,6,t,4300,nil,150,t
116,6,56,6,t,1398,nil,50,t
116,6,57,13,t,2053,nil,50,t
116,6,58,15,t,1888,nil,50,nil
116,6,59,5,t,968,nil,50,nil
116,6,60,14,t,2752,nil,150,t
116,6,61,16,t,1045,nil,0,t
116,6,62,4,t,886,nil,50,nil
116,6,63,3,t,999,nil,100,nil
116,6,64,5,t,676,nil,0,t
116,6,65,12,t,4183,nil,150,nil
116,6,66,8,t,667,nil,0,t
116,6,67,16,t,939,nil,50,nil
116,6,68,9,t,1942,nil,50,nil
116,6,69,1,t,1077,nil,100,t
116,6,70,7,t,1093,nil,150,nil
116,6,71,13,t,613,nil,0,nil
116,6,72,4,t,865,nil,100,t
116,6,73,6,t,797,nil,50,nil
116,6,74,9,t,1780,nil,100,nil
116,6,75,15,t,1792,nil,150,t
116,6,76,10,t,817,nil,100,nil
116,6,77,14,t,663,nil,50,nil
116,6,78,9,t,1993,nil,150,t
116,6,79,10,t,865,nil,100,t
116,6,80,8,t,1224,nil,50,t
116,6,81,2,t,1735,nil,150,nil
116,6,82,1,t,4776,t,150,t
116,6,83,4,t,1571,nil,50,t
116,6,84,1,t,759,nil,50,t
116,6,85,6,t,812,nil,0,t
116,6,86,3,t,1573,nil,150,nil
116,6,87,12,t,746,nil,50,t
116,6,88,16,t,1269,nil,100,nil
116,6,89,7,t,955,nil,100,t
116,6,90,11,t,606,nil,0,t
116,6,91,16,t,1458,nil,100,t
116,6,92,2,t,1098,nil,100,nil
116,6,93,10,t,2084,nil,0,t
116,6,94,2,t,560,nil,0,t
116,6,95,15,t,586,nil,0,t
116,6,96,14,t,995,nil,100,nil
116,6,97,6,t,1337,nil,100,t
116,6,98,12,t,630,nil,0,t
116,6,99,1,t,632,t,0,t
116,6,100,13,t,3800,t,150,t
116,6,101,5,t,859,t,50,t
116,6,102,4,t,953,t,100,nil
116,6,103,11,t,2256,t,150,t
116,6,104,8,t,720,t,0,nil
116,6,105,15,t,737,t,50,t
116,6,106,11,t,1386,t,100,nil
116,6,107,2,t,740,t,50,nil
116,6,108,3,t,789,t,50,t
116,6,109,14,t,542,t,50,t
116,6,110,8,t,725,t,50,nil
116,6,111,14,t,1416,t,0,t
116,6,112,13,t,949,t,100,nil
116,6,113,3,t,660,t,0,nil
116,6,114,3,t,1973,t,50,nil
116,6,115,5,t,1524,t,100,nil
116,6,116,11,t,5508,t,150,nil
116,6,117,16,t,735,t,0,nil
116,6,118,9,t,1030,t,100,t
116,6,119,16,t,969,t,50,t
116,6,120,9,t,1291,t,150,nil
116,6,121,16,t,1840,t,150,t
116,6,122,3,t,1046,t,100,t
116,6,123,2,t,677,t,0,nil
116,6,124,14,t,990,t,0,nil
116,6,125,6,t,1256,t,150,nil
116,6,126,4,t,573,t,0,nil
116,6,127,12,t,1472,t,150,t
116,6,128,1,t,1005,t,50,nil
117,1,1,11,nil,4260,t,150,t
117,1,2,4,t,2814,t,50,t
117,1,3,3,t,2060,t,0,nil
117,1,4,3,t,3213,t,100,nil
117,1,5,4,t,2328,t,50,nil
117,1,6,8,t,2894,t,50,nil
117,1,7,15,t,7467,t,100,t
117,1,8,2,t,2373,t,0,nil
117,1,9,16,t,2235,t,50,t
117,1,10,6,t,2050,t,50,t
117,1,11,14,t,6023,t,150,t
117,1,12,16,nil,4340,t,150,nil
117,1,13,6,t,3118,t,50,nil
117,1,14,15,t,2975,t,50,t
117,1,15,14,t,1212,nil,50,nil
117,1,16,14,t,965,nil,0,t
117,1,17,9,t,1036,nil,0,t
117,1,18,7,nil,3032,t,150,nil
117,1,19,2,t,2590,nil,50,nil
117,1,20,1,t,2007,nil,50,nil
117,1,21,10,t,2313,nil,0,nil
117,1,22,12,t,1644,nil,0,nil
117,1,23,15,t,1141,nil,0,t
117,1,24,4,t,1862,nil,100,nil
117,1,25,7,t,1678,nil,50,t
117,1,26,13,nil,3876,t,150,nil
117,1,27,14,t,1473,nil,50,t
117,1,28,14,t,1678,nil,100,t
117,1,29,4,t,1706,nil,150,t
117,1,30,1,t,1024,nil,0,nil
117,1,31,8,t,2210,nil,150,t
117,1,32,11,t,1400,nil,50,t
117,1,33,13,t,1150,nil,0,t
117,1,34,12,t,1712,nil,150,t
117,1,35,3,t,1233,nil,50,t
117,1,36,5,t,3025,t,50,nil
117,1,37,12,t,2586,nil,50,nil
117,1,38,1,t,2474,nil,150,t
117,1,39,12,t,950,t,0,t
117,1,40,6,nil,1863,t,150,nil
117,1,41,13,t,853,nil,0,nil
117,1,42,9,nil,1444,t,150,nil
117,1,43,16,t,959,nil,0,t
117,1,44,1,nil,2031,t,150,nil
117,1,45,5,t,1689,nil,100,t
117,1,46,12,nil,1916,t,150,nil
117,1,47,5,t,1539,nil,0,nil
117,1,48,5,t,2178,nil,150,nil
117,1,49,12,t,1298,nil,100,t
117,1,50,1,t,1410,nil,50,t
117,1,51,3,t,2938,t,150,t
117,1,52,15,t,3439,t,150,t
117,1,53,2,t,1160,nil,100,nil
117,1,54,12,t,1872,nil,50,t
117,1,55,11,t,1227,nil,0,t
117,1,56,11,t,1471,nil,100,nil
117,1,57,9,t,1877,nil,100,t
117,1,58,2,t,1732,nil,100,t
117,1,59,5,t,1189,nil,100,nil
117,1,60,8,t,1577,nil,150,nil
117,1,61,16,t,2203,nil,100,t
117,1,62,9,t,2578,nil,50,nil
117,1,63,1,t,1930,nil,100,t
117,1,64,11,t,1589,nil,100,t
117,1,65,16,t,1373,nil,50,nil
117,1,66,6,t,1448,nil,100,nil
117,1,67,6,t,1030,nil,0,t
117,1,68,8,t,1070,nil,100,t
117,1,69,5,t,911,nil,0,t
117,1,70,2,t,1063,nil,0,t
117,1,71,4,t,959,nil,0,t
117,1,72,10,t,1034,nil,100,nil
117,1,73,15,t,1501,nil,0,nil
117,1,74,8,t,1206,nil,0,nil
117,1,75,3,nil,2782,t,150,nil
117,1,76,7,t,896,nil,0,t
117,1,77,7,t,1411,nil,150,t
117,1,78,6,t,1562,nil,150,t
117,1,79,11,t,872,nil,0,nil
117,1,80,2,t,2143,nil,50,t
117,1,81,10,t,965,nil,0,t
117,1,82,3,t,777,nil,0,t
117,1,83,9,t,1067,nil,100,nil
117,1,84,13,t,971,nil,150,t
117,1,85,4,nil,1024,t,150,nil
117,1,86,9,t,1430,nil,150,t
117,1,87,7,t,1058,nil,100,nil
117,1,88,14,t,1015,nil,0,nil
117,1,89,10,t,1097,nil,150,nil
117,1,90,10,t,1066,nil,150,t
117,1,91,6,t,1508,nil,100,t
117,1,92,1,t,909,nil,0,t
117,1,93,8,t,888,nil,0,t
117,1,94,13,t,885,nil,100,nil
117,1,95,7,t,1199,nil,50,nil
117,1,96,10,t,1374,nil,50,nil
117,1,97,7,t,1009,nil,100,t
117,1,98,2,t,949,nil,150,t
117,1,99,10,t,979,nil,50,t
117,1,100,3,t,862,nil,50,nil
117,1,101,5,t,854,nil,50,t
117,1,102,16,t,1839,nil,0,nil
117,1,103,7,t,830,nil,0,nil
117,1,104,6,t,1136,t,0,nil
117,1,105,11,t,3648,t,150,nil
117,1,106,13,t,1281,nil,50,nil
117,1,107,2,t,1617,nil,150,nil
117,1,108,3,t,2851,t,100,t
117,1,109,15,t,2718,t,150,nil
117,1,110,12,t,1302,nil,100,nil
117,1,111,9,t,1133,nil,0,nil
117,1,112,8,t,1126,nil,100,nil
117,1,113,13,t,1055,nil,50,t
117,1,114,1,t,1594,nil,100,nil
117,1,115,10,t,977,nil,100,t
117,1,116,15,t,1212,nil,50,nil
117,1,117,9,t,1078,nil,50,t
117,1,118,16,t,981,nil,100,nil
117,1,119,14,nil,2435,t,150,nil
117,1,120,13,t,1096,nil,100,t
117,1,121,11,t,865,nil,50,nil
117,1,122,14,t,1041,nil,100,nil
117,1,123,5,t,907,nil,150,t
117,1,124,15,t,969,nil,100,nil
117,1,125,4,t,1429,nil,0,nil
117,1,126,16,t,2228,nil,150,t
117,1,127,8,t,1559,nil,50,t
117,1,128,4,t,1032,t,100,t
117,2,1,9,nil,1488,t,100,nil
117,2,2,15,t,911,nil,150,t
117,2,3,6,t,970,nil,50,nil
117,2,4,8,t,931,nil,0,t
117,2,5,11,t,1071,nil,100,t
117,2,6,10,t,1031,nil,100,nil
117,2,7,2,t,1326,nil,150,t
117,2,8,14,t,809,nil,100,nil
117,2,9,12,t,877,nil,0,nil
117,2,10,1,t,945,nil,150,t
117,2,11,3,t,890,nil,100,t
117,2,12,4,t,722,nil,100,t
117,2,13,10,nil,1040,t,150,nil
117,2,14,5,t,889,nil,50,t
117,2,15,3,t,811,nil,50,t
117,2,16,14,t,757,nil,150,t
117,2,17,8,t,3385,t,50,nil
117,2,18,4,t,1103,nil,50,nil
117,2,19,14,t,834,nil,0,t
117,2,20,1,t,638,nil,0,t
117,2,21,16,t,1372,nil,150,nil
117,2,22,1,t,2582,nil,50,nil
117,2,23,1,t,1026,nil,100,t
117,2,24,6,nil,1497,t,150,nil
117,2,25,10,t,1574,nil,0,nil
117,2,26,9,t,810,nil,0,t
117,2,27,7,t,1152,nil,150,nil
117,2,28,6,t,1047,nil,150,t
117,2,29,13,t,1540,nil,150,t
117,2,30,8,t,1226,nil,50,t
117,2,31,4,t,1383,nil,100,nil
117,2,32,12,t,1271,nil,150,t
117,2,33,16,t,986,nil,50,t
117,2,34,12,t,903,nil,100,t
117,2,35,12,t,1103,nil,100,nil
117,2,36,4,t,940,nil,150,nil
117,2,37,6,t,821,nil,0,t
117,2,38,8,t,1071,nil,100,nil
117,2,39,15,t,2048,nil,150,nil
117,2,40,2,t,2216,nil,150,nil
117,2,41,1,t,1432,nil,100,nil
117,2,42,14,t,1588,nil,50,t
117,2,43,6,t,1498,nil,100,nil
117,2,44,8,t,1047,nil,100,t
117,2,45,14,t,915,nil,50,nil
117,2,46,13,t,1112,nil,100,t
117,2,47,3,t,1132,nil,0,nil
117,2,48,15,t,950,nil,0,nil
117,2,49,3,t,1184,nil,150,nil
117,2,50,11,t,2040,nil,100,nil
117,2,51,12,t,2173,nil,50,nil
117,2,52,3,t,3515,t,150,t
117,2,53,5,t,1147,nil,100,nil
117,2,54,9,t,1288,nil,150,nil
117,2,55,16,t,3596,t,150,t
117,2,56,10,t,1532,nil,150,t
117,2,57,2,t,1138,nil,50,t
